name,text,likes,comments,hashtag,question_mark,emoji,average_length,clean_text,corpus,word_count,response,log_plus1,log
"Ann Price (she, her, hers)",Yes please!,1,0,0,0,0,4.5,yes please,"['yes', 'please', 'yes', 'please']",4,1,0.6931471805599453,0.0
"Ann Price (she, her, hers)","Is evaluation chore that thing that you, #nonprofit #coalition can't get to? I get it. Read the full blog here: https://bit.ly/3eBeOFc #evaluation #keepitsimple",1,0,4,1,0,4.666666666666667,is evaluation chore that thing that you   cant get to i get it read the full blog here   ,"['evaluation', 'chore', 'thing', 'cant', 'get', 'get', 'read', 'full', 'blog', 'evaluation', 'chore', 'thing', 'cant', 'get', 'get', 'read', 'full', 'blog']",18,1,0.6931471805599453,0.0
"Ann Price (she, her, hers)","Made my day to hear this on my walk this morning. Yay and welcome back! and thanks for the shout out 
@c_camman
 and 
@StrongRoots_SK",5,0,0,0,0,4.7,"made my day to hear this on my walk this morning yay and welcome back and thanks for the shout out 

 and 
","['made', 'day', 'hear', 'walk', 'morning', 'yay', 'welcome', 'back', 'thanks', 'shout', 'made', 'day', 'hear', 'walk', 'morning', 'yay', 'welcome', 'back', 'thanks', 'shout']",20,5,1.791759469228055,1.6094379124341003
"Ann Price (she, her, hers)",One of my workshop attendees last week asked me how to move their coalition from “just meeting” to accomplishing work. Great question! Here are 3 tips for you. Curious? Check out my new blog. #Coalitions #collaboratives #systemschange https://communityevaluationsolutions.com/blog,1,0,3,1,0,5.888888888888889,one of my workshop attendees last week asked me how to move their coalition from just meeting to accomplishing work great question here are  tips for you curious check out my new blog    ,"['one', 'workshop', 'attendees', 'last', 'week', 'asked', 'move', 'coalition', 'meeting', 'accomplishing', 'work', 'great', 'question', 'tips', 'curious', 'check', 'new', 'blog', 'one', 'workshop', 'attendees', 'last', 'week', 'asked', 'move', 'coalition', 'meeting', 'accomplishing', 'work', 'great', 'question', 'tips', 'curious', 'check', 'new', 'blog']",36,1,0.6931471805599453,0.0
"Ann Price (she, her, hers)","Office hours for #new and emerging #eval #consultants this Friday at 11 AM EST. Bring your q’s, successes, and places where you are stuck. 

Register to attend Bitly Link: https://bit.ly/3JQQYjP #evaluation #consulting #entrepreneurmind",2,0,6,0,0,5.571428571428571,"office hours for  and emerging   this friday at  am est bring your qs successes and places where you are stuck 

register to attend bitly link    ","['office', 'hours', 'emerging', 'friday', 'est', 'bring', 'qs', 'successes', 'places', 'stuck', 'register', 'attend', 'bitly', 'link', 'office', 'hours', 'emerging', 'friday', 'est', 'bring', 'qs', 'successes', 'places', 'stuck', 'register', 'attend', 'bitly', 'link']",28,2,1.0986122886681098,0.6931471805599453
"Ann Price (she, her, hers)","Calling all my #eval friends. My biz coach, Tracey Snoyer has a new coaching program just for us. Tracey has been my coach for the last 1 1/2 years and helped me make a major shift. Here is the link for more information: https://cascadeall.com/october-2022-evaluators-group.html… 
Feel free to DM me.",1,0,1,0,0,5.173913043478261,"calling all my  friends my biz coach tracey snoyer has a new coaching program just for us tracey has been my coach for the last   years and helped me make a major shift here is the link for more information  
feel free to dm me","['calling', 'friends', 'biz', 'coach', 'tracey', 'snoyer', 'new', 'coaching', 'program', 'us', 'tracey', 'coach', 'last', 'years', 'helped', 'make', 'major', 'shift', 'link', 'information', 'feel', 'free', 'dm', 'calling', 'friends', 'biz', 'coach', 'tracey', 'snoyer', 'new', 'coaching', 'program', 'us', 'tracey', 'coach', 'last', 'years', 'helped', 'make', 'major', 'shift', 'link', 'information', 'feel', 'free', 'dm']",46,1,0.6931471805599453,0.0
"Ann Price (she, her, hers)",NO Office hours THIS Friday. But will see you on 9/9 at 11 AM EST.,1,0,0,0,0,4.6,no office hours this friday but will see you on  at  am est,"['office', 'hours', 'friday', 'see', 'est', 'office', 'hours', 'friday', 'see', 'est']",10,1,0.6931471805599453,0.0
"Ann Price (she, her, hers)",It’s a wrap. Grateful for engaging participants. Teaching building strong coalitions at #GSAS2022. #coalitions #evaluation #community,1,0,4,0,0,8.0,its a wrap grateful for engaging participants teaching building strong coalitions at    ,"['wrap', 'grateful', 'engaging', 'participants', 'teaching', 'building', 'strong', 'coalitions', 'wrap', 'grateful', 'engaging', 'participants', 'teaching', 'building', 'strong', 'coalitions']",16,1,0.6931471805599453,0.0
"Ann Price (she, her, hers)",Excited to be attending and presenting at the GA School of Addition Studies. Addiction is a series medical condition.  #prevention works. #recovery is possible. #gapol #garecovers #GSA2022,0,0,5,0,0,7.153846153846154,excited to be attending and presenting at the ga school of addition studies addiction is a series medical condition   works  is possible   ,"['excited', 'attending', 'presenting', 'ga', 'school', 'addition', 'studies', 'addiction', 'series', 'medical', 'condition', 'works', 'possible', 'excited', 'attending', 'presenting', 'ga', 'school', 'addition', 'studies', 'addiction', 'series', 'medical', 'condition', 'works', 'possible']",26,0,0.0,0.0
"Ann Price (she, her, hers)",Looking forward to seeing prevention specialists from all over Georgia at the Georgia School of Addiction Studies next week in Savannah. Join me for a dynamic workshop on Building Strong https://thegeorgiaschool.org  #Coalitions #substanceabuseawareness #preventionsaveslives,0,0,3,0,0,7.0,looking forward to seeing prevention specialists from all over georgia at the georgia school of addiction studies next week in savannah join me for a dynamic workshop on building strong     ,"['looking', 'forward', 'seeing', 'prevention', 'specialists', 'georgia', 'georgia', 'school', 'addiction', 'studies', 'next', 'week', 'savannah', 'join', 'dynamic', 'workshop', 'building', 'strong', 'looking', 'forward', 'seeing', 'prevention', 'specialists', 'georgia', 'georgia', 'school', 'addiction', 'studies', 'next', 'week', 'savannah', 'join', 'dynamic', 'workshop', 'building', 'strong']",36,0,0.0,0.0
Viable Insights,"With Ann and her Simple Spreadsheets course, you'll master a step-by-step process for exploring, cleaning, analyzing, and tabulating your dataset. These spreadsheet skills will save your time, energy, and sanity. Register today by clicking the link below!
https://depictdatastudio.teachable.com/?affcode=202644_ctikeudw…",3,0,0,1,0,6.956521739130435,"with ann and her simple spreadsheets course youll master a stepbystep process for exploring cleaning analyzing and tabulating your dataset these spreadsheet skills will save your time energy and sanity register today by clicking the link below
","['ann', 'simple', 'spreadsheets', 'course', 'youll', 'master', 'stepbystep', 'process', 'exploring', 'cleaning', 'analyzing', 'tabulating', 'dataset', 'spreadsheet', 'skills', 'save', 'time', 'energy', 'sanity', 'register', 'today', 'clicking', 'link', 'ann', 'simple', 'spreadsheets', 'course', 'youll', 'master', 'stepbystep', 'process', 'exploring', 'cleaning', 'analyzing', 'tabulating', 'dataset', 'spreadsheet', 'skills', 'save', 'time', 'energy', 'sanity', 'register', 'today', 'clicking', 'link']",46,3,1.3862943611198906,1.0986122886681098
Viable Insights,"Sign up for our newsletters to read about the behind the scenes of our work. Simply scroll to the very bottom of our website and put in your email to subscribe.
Already signed up? Keep an eye on your email!",0,0,0,1,0,5.666666666666667,"sign up for our newsletters to read about the behind the scenes of our work simply scroll to the very bottom of our website and put in your email to subscribe
already signed up keep an eye on your email","['sign', 'newsletters', 'read', 'behind', 'scenes', 'work', 'simply', 'scroll', 'bottom', 'website', 'put', 'email', 'subscribe', 'already', 'signed', 'keep', 'eye', 'email', 'sign', 'newsletters', 'read', 'behind', 'scenes', 'work', 'simply', 'scroll', 'bottom', 'website', 'put', 'email', 'subscribe', 'already', 'signed', 'keep', 'eye', 'email']",36,0,0.0,0.0
Viable Insights,"Whether assessing the effectiveness of a training initiative or evaluating the influence of a systems change project — we’re here to help you vision, design, implement, and derive insights!",2,0,0,0,0,7.8125,whether assessing the effectiveness of a training initiative or evaluating the influence of a systems change project  were here to help you vision design implement and derive insights,"['whether', 'assessing', 'effectiveness', 'training', 'initiative', 'evaluating', 'influence', 'systems', 'change', 'project', 'help', 'vision', 'design', 'implement', 'derive', 'insights', 'whether', 'assessing', 'effectiveness', 'training', 'initiative', 'evaluating', 'influence', 'systems', 'change', 'project', 'help', 'vision', 'design', 'implement', 'derive', 'insights']",32,2,1.0986122886681098,0.6931471805599453
Viable Insights,"If you are ready to use data in your day-to-day work, but don't quite have the infrastructure or organizational buy-in to make it happen, we can help! We'll work with you to develop processes/databases to help your team share and use data more effectively in your work.",1,0,0,0,0,6.166666666666667,if you are ready to use data in your daytoday work but dont quite have the infrastructure or organizational buyin to make it happen we can help well work with you to develop processesdatabases to help your team share and use data more effectively in your work,"['ready', 'use', 'data', 'daytoday', 'work', 'dont', 'quite', 'infrastructure', 'organizational', 'buyin', 'make', 'happen', 'help', 'well', 'work', 'develop', 'processesdatabases', 'help', 'team', 'share', 'use', 'data', 'effectively', 'work', 'ready', 'use', 'data', 'daytoday', 'work', 'dont', 'quite', 'infrastructure', 'organizational', 'buyin', 'make', 'happen', 'help', 'well', 'work', 'develop', 'processesdatabases', 'help', 'team', 'share', 'use', 'data', 'effectively', 'work']",48,1,0.6931471805599453,0.0
Viable Insights,Nothing makes us feel better and more energized for this work than hearing the stories of our partners!,1,0,0,0,0,5.9,nothing makes us feel better and more energized for this work than hearing the stories of our partners,"['nothing', 'makes', 'us', 'feel', 'better', 'energized', 'work', 'hearing', 'stories', 'partners', 'nothing', 'makes', 'us', 'feel', 'better', 'energized', 'work', 'hearing', 'stories', 'partners']",20,1,0.6931471805599453,0.0
Viable Insights,"We see you and we appreciate you for all of your hard work.
Happy Labor Day!",1,0,0,0,0,4.857142857142857,"we see you and we appreciate you for all of your hard work
happy labor day","['see', 'appreciate', 'hard', 'work', 'happy', 'labor', 'day', 'see', 'appreciate', 'hard', 'work', 'happy', 'labor', 'day']",14,1,0.6931471805599453,0.0
Viable Insights,Truth,5,0,0,0,0,5.0,truth,"['truth', 'truth']",2,5,1.791759469228055,1.6094379124341003
Viable Insights,"Happy National Dog day
A special shoutout to all the pups out there who stay quiet during virtual meetings!

#nationaldogday",2,0,1,0,0,5.636363636363637,"happy national dog day
a special shoutout to all the pups out there who stay quiet during virtual meetings

","['happy', 'national', 'dog', 'day', 'special', 'shoutout', 'pups', 'stay', 'quiet', 'virtual', 'meetings', 'happy', 'national', 'dog', 'day', 'special', 'shoutout', 'pups', 'stay', 'quiet', 'virtual', 'meetings']",22,2,1.0986122886681098,0.6931471805599453
Viable Insights,"You can read all about incentivizing participation in research in part 3 of the VIRB blog series today!
https://viableinsights.com/2022/08/17/should-you-incentivize-participation-in-research/…",0,0,0,0,0,6.777777777777778,"you can read all about incentivizing participation in research in part  of the virb blog series today
","['read', 'incentivizing', 'participation', 'research', 'part', 'virb', 'blog', 'series', 'today', 'read', 'incentivizing', 'participation', 'research', 'part', 'virb', 'blog', 'series', 'today']",18,0,0.0,0.0
Viable Insights,"Guilty...

#dataviz #Data",0,0,2,0,0,6.0,"guilty

 ","['guilty', 'guilty']",2,0,0.0,0.0
Viable Insights,"Although Viable Insights is a Tucson-based organization, our work extends far beyond the boarders of Arizona. We have effectively partnered with organizations across the U.S., and are confident we can help your team regardless of where you are geographically.",1,0,0,0,0,7.714285714285714,although viable insights is a tucsonbased organization our work extends far beyond the boarders of arizona we have effectively partnered with organizations across the us and are confident we can help your team regardless of where you are geographically,"['although', 'viable', 'insights', 'tucsonbased', 'organization', 'work', 'extends', 'far', 'beyond', 'boarders', 'arizona', 'effectively', 'partnered', 'organizations', 'across', 'us', 'confident', 'help', 'team', 'regardless', 'geographically', 'although', 'viable', 'insights', 'tucsonbased', 'organization', 'work', 'extends', 'far', 'beyond', 'boarders', 'arizona', 'effectively', 'partnered', 'organizations', 'across', 'us', 'confident', 'help', 'team', 'regardless', 'geographically']",42,1,0.6931471805599453,0.0
Nicole Clark Consulting,"From food safety to understanding mental health and addiction recovery, how will you raise your voice for women and girls of color in September?

Share what you're doing this month and find more awareness observances at http://nicoleclarkconsulting.com/awareness-day-finder/…",1,0,0,1,0,6.578947368421052,"from food safety to understanding mental health and addiction recovery how will you raise your voice for women and girls of color in september

share what youre doing this month and find more awareness observances at ","['food', 'safety', 'understanding', 'mental', 'health', 'addiction', 'recovery', 'raise', 'voice', 'women', 'girls', 'color', 'september', 'share', 'youre', 'month', 'find', 'awareness', 'observances', 'food', 'safety', 'understanding', 'mental', 'health', 'addiction', 'recovery', 'raise', 'voice', 'women', 'girls', 'color', 'september', 'share', 'youre', 'month', 'find', 'awareness', 'observances']",38,1,0.6931471805599453,0.0
Nonprofit.ist,"The 2022 Fall Nonprofit Learning Series looks at the topic of designing learning spaces for belonging through three lenses: racial equity, accessibility, and culture & language inclusivity. Take a look at the sessions & register now -->",1,0,0,0,0,7.045454545454546,the  fall nonprofit learning series looks at the topic of designing learning spaces for belonging through three lenses racial equity accessibility and culture  language inclusivity take a look at the sessions  register now ,"['fall', 'nonprofit', 'learning', 'series', 'looks', 'topic', 'designing', 'learning', 'spaces', 'belonging', 'three', 'lenses', 'racial', 'equity', 'accessibility', 'culture', 'language', 'inclusivity', 'take', 'look', 'sessions', 'register', 'fall', 'nonprofit', 'learning', 'series', 'looks', 'topic', 'designing', 'learning', 'spaces', 'belonging', 'three', 'lenses', 'racial', 'equity', 'accessibility', 'culture', 'language', 'inclusivity', 'take', 'look', 'sessions', 'register']",44,1,0.6931471805599453,0.0
Nonprofit.ist,A number of great http://Nonprofit.ist experts are taking part in this free summit. Make sure you sign up now! --> http://nonprofsummit.com,0,0,0,0,0,5.0,a number of great  experts are taking part in this free summit make sure you sign up now  ,"['number', 'great', 'experts', 'taking', 'part', 'free', 'summit', 'make', 'sure', 'sign', 'number', 'great', 'experts', 'taking', 'part', 'free', 'summit', 'make', 'sure', 'sign']",20,0,0.0,0.0
Nonprofit.ist,"Do you know the difference between RFPs, RFIs and RFCs? In this guest article from 
@WholeWhale
, learn how each differ and how to use them to reach the consulting help you need:  https://nonprofit.ist/when-to-use-rfp-rfi-rfc…

#nonprofit #RFP #nonprofitconsulting",2,0,3,1,0,5.357142857142857,"do you know the difference between rfps rfis and rfcs in this guest article from 

 learn how each differ and how to use them to reach the consulting help you need  

  ","['know', 'difference', 'rfps', 'rfis', 'rfcs', 'guest', 'article', 'learn', 'differ', 'use', 'reach', 'consulting', 'help', 'need', 'know', 'difference', 'rfps', 'rfis', 'rfcs', 'guest', 'article', 'learn', 'differ', 'use', 'reach', 'consulting', 'help', 'need']",28,2,1.0986122886681098,0.6931471805599453
Nonprofit.ist,"Take a listen to this 
@smallnonprofits
 episode with hosts 
@bacon_world
 (http://Nonprofit.ist expert!) and Sarah Brooks. There is help for nonprofits out there! --> https://nonprofitradioshow.com/2022/08/10/episode-53-who-to-call-when-you-need-help/… 

#podcast #nonprofit #nonprofitconsulting",1,0,3,0,0,5.888888888888889,"take a listen to this 

 episode with hosts 

  expert and sarah brooks there is help for nonprofits out there   

  ","['take', 'listen', 'episode', 'hosts', 'expert', 'sarah', 'brooks', 'help', 'nonprofits', 'take', 'listen', 'episode', 'hosts', 'expert', 'sarah', 'brooks', 'help', 'nonprofits']",18,1,0.6931471805599453,0.0
Nonprofit.ist,"Have questions about finding a nonprofit consultant? Looking for info on the different ways to get help? Want to download toolkits that help you and your nonprofit find success? Check out our Nonprofit resources page --> https://nonprofit.ist/npresources

#nonprofit #nonprofitconsulting",0,0,2,3,0,6.523809523809524,"have questions about finding a nonprofit consultant looking for info on the different ways to get help want to download toolkits that help you and your nonprofit find success check out our nonprofit resources page  

 ","['questions', 'finding', 'nonprofit', 'consultant', 'looking', 'info', 'different', 'ways', 'get', 'help', 'want', 'download', 'toolkits', 'help', 'nonprofit', 'find', 'success', 'check', 'nonprofit', 'resources', 'page', 'questions', 'finding', 'nonprofit', 'consultant', 'looking', 'info', 'different', 'ways', 'get', 'help', 'want', 'download', 'toolkits', 'help', 'nonprofit', 'find', 'success', 'check', 'nonprofit', 'resources', 'page']",42,0,0.0,0.0
Nonprofit.ist,"If you're looking for tips on successful RFPs, RFIs and RFCs, check out this guest article from 
@WholeWhale
! --> https://nonprofit.ist/when-to-use-rfp-rfi-rfc…

#nonprofit #nonprofitconsulting #nonprofitconsultants",0,0,3,0,0,5.5,"if youre looking for tips on successful rfps rfis and rfcs check out this guest article from 

  

  ","['youre', 'looking', 'tips', 'successful', 'rfps', 'rfis', 'rfcs', 'check', 'guest', 'article', 'youre', 'looking', 'tips', 'successful', 'rfps', 'rfis', 'rfcs', 'check', 'guest', 'article']",20,0,0.0,0.0
Nonprofit.ist,"Should your nonprofit join the latest social media channel? Here are some great things to consider before you join a platform. 

Want additional help? Comms & marketing consultants in the http://Nonprofit.ist directory can help you strategize: https://nonprofit.ist/expert/marketing-and-communications…",1,0,0,2,0,6.7,"should your nonprofit join the latest social media channel here are some great things to consider before you join a platform 

want additional help comms  marketing consultants in the  directory can help you strategize ","['nonprofit', 'join', 'latest', 'social', 'media', 'channel', 'great', 'things', 'consider', 'join', 'platform', 'want', 'additional', 'help', 'comms', 'marketing', 'consultants', 'directory', 'help', 'strategize', 'nonprofit', 'join', 'latest', 'social', 'media', 'channel', 'great', 'things', 'consider', 'join', 'platform', 'want', 'additional', 'help', 'comms', 'marketing', 'consultants', 'directory', 'help', 'strategize']",40,1,0.6931471805599453,0.0
Joan Garry,"Before you join a board, how can you know what you’re getting yourself into? Here are 5 questions you should ask before you say yes.",2,0,0,1,0,4.777777777777778,before you join a board how can you know what youre getting yourself into here are  questions you should ask before you say yes,"['join', 'board', 'know', 'youre', 'getting', 'questions', 'ask', 'say', 'yes', 'join', 'board', 'know', 'youre', 'getting', 'questions', 'ask', 'say', 'yes']",18,2,1.0986122886681098,0.6931471805599453
Joan Garry,Let's set a realistic goal for today... What’s ONE thing you plan to accomplish today? #TheONEThing,1,1,1,1,0,5.181818181818182,lets set a realistic goal for today whats one thing you plan to accomplish today ,"['lets', 'set', 'realistic', 'goal', 'today', 'whats', 'one', 'thing', 'plan', 'accomplish', 'today', 'lets', 'set', 'realistic', 'goal', 'today', 'whats', 'one', 'thing', 'plan', 'accomplish', 'today']",22,2,1.0986122886681098,0.6931471805599453
Joan Garry,"As a board member, it is so important to bring your voice — starting from day one!

Your organization needs the unique perspective that only YOU can bring. 

#NonprofitBoard #NonprofitBoardMember #NonprofitOrganization",8,0,3,0,0,6.384615384615385,"as a board member it is so important to bring your voice  starting from day one

your organization needs the unique perspective that only you can bring 

  ","['board', 'member', 'important', 'bring', 'voice', 'starting', 'day', 'one', 'organization', 'needs', 'unique', 'perspective', 'bring', 'board', 'member', 'important', 'bring', 'voice', 'starting', 'day', 'one', 'organization', 'needs', 'unique', 'perspective', 'bring']",26,8,2.1972245773362196,2.0794415416798357
Joan Garry,"Do you ever find yourself struggling with the strategic planning process? Many nonprofit leaders do.

But according to my guest in today's podcast episode, 
@RobertRaben
 (founder of 
@TheRabenGroup
) strategy work is a lot like love...tune in to learn why:",5,0,0,1,0,6.428571428571429,"do you ever find yourself struggling with the strategic planning process many nonprofit leaders do

but according to my guest in todays podcast episode 

 founder of 

 strategy work is a lot like lovetune in to learn why","['ever', 'find', 'struggling', 'strategic', 'planning', 'process', 'many', 'nonprofit', 'leaders', 'according', 'guest', 'todays', 'podcast', 'episode', 'founder', 'strategy', 'work', 'lot', 'like', 'lovetune', 'learn', 'ever', 'find', 'struggling', 'strategic', 'planning', 'process', 'many', 'nonprofit', 'leaders', 'according', 'guest', 'todays', 'podcast', 'episode', 'founder', 'strategy', 'work', 'lot', 'like', 'lovetune', 'learn']",42,5,1.791759469228055,1.6094379124341003
Joan Garry,"Have you ever said the words, “I can’t find board members”?

Find the answers you need here:",4,0,0,1,0,4.8,"have you ever said the words i cant find board members

find the answers you need here","['ever', 'said', 'words', 'cant', 'find', 'board', 'members', 'find', 'answers', 'need', 'ever', 'said', 'words', 'cant', 'find', 'board', 'members', 'find', 'answers', 'need']",20,4,1.6094379124341003,1.3862943611198906
Joan Garry,"A poorly constructed advisory board can cause more problems than it solves.

So how can you make an advisory board really count?

By having a clear idea of why your organization needs one and who should be serving on it. Keep reading to get the scoop:",0,0,0,1,0,6.0,"a poorly constructed advisory board can cause more problems than it solves

so how can you make an advisory board really count

by having a clear idea of why your organization needs one and who should be serving on it keep reading to get the scoop","['poorly', 'constructed', 'advisory', 'board', 'cause', 'problems', 'solves', 'make', 'advisory', 'board', 'really', 'count', 'clear', 'idea', 'organization', 'needs', 'one', 'serving', 'keep', 'reading', 'get', 'scoop', 'poorly', 'constructed', 'advisory', 'board', 'cause', 'problems', 'solves', 'make', 'advisory', 'board', 'really', 'count', 'clear', 'idea', 'organization', 'needs', 'one', 'serving', 'keep', 'reading', 'get', 'scoop']",44,0,0.0,0.0
Joan Garry,"In this episode I chat with 
@annmei
, CEO of 
@CandidDotOrg
, an organization that works to connect those who want to give with those who are working hard to make a difference.

Tune in to learn how Candid can help you fund your mission:",8,1,0,0,0,5.611111111111111,"in this episode i chat with 

 ceo of 

 an organization that works to connect those who want to give with those who are working hard to make a difference

tune in to learn how candid can help you fund your mission","['episode', 'chat', 'ceo', 'organization', 'works', 'connect', 'want', 'give', 'working', 'hard', 'make', 'difference', 'tune', 'learn', 'candid', 'help', 'fund', 'mission', 'episode', 'chat', 'ceo', 'organization', 'works', 'connect', 'want', 'give', 'working', 'hard', 'make', 'difference', 'tune', 'learn', 'candid', 'help', 'fund', 'mission']",36,9,2.302585092994046,2.1972245773362196
